ID,Name,Species,Age,Category
CVCL_6930,LTEP-s,Homo sapiens,52Y,Cancer cell line
CVCL_6931,LTEP-sm,Homo sapiens,54Y,Cancer cell line
CVCL_2582,LUDLU-1,Homo sapiens,72Y,Cancer cell line
CVCL_RP41,LUTC-1,Homo sapiens,Age unspecified,Cancer cell line
CVCL_RP46,LUTC-10,Homo sapiens,Age unspecified,Cancer cell line
CVCL_RP47,LUTC-12,Homo sapiens,Age unspecified,Cancer cell line
CVCL_RP49,LUTC-14,Homo sapiens,Age unspecified,Cancer cell line
CVCL_RP42,LUTC-2,Homo sapiens,Age unspecified,Cancer cell line
CVCL_RP45,LUTC-8,Homo sapiens,Age unspecified,Cancer cell line
CVCL_5792,LX-2,Homo sapiens,Age unspecified,Transformed cell line
CVCL_1394,LXF 289,Homo sapiens,62Y,Cancer cell line
CVCL_D085,LXFL 529L,Homo sapiens,,Cancer cell line
CVCL_2106,M-07e,Homo sapiens,6M,Cancer cell line
CVCL_0400,M059J,Homo sapiens,33Y,Cancer cell line
CVCL_0401,M059K,Homo sapiens,33Y,Cancer cell line
CVCL_1395,M14,Homo sapiens,33Y,Cancer cell line
CVCL_8472,M619,Homo sapiens,,Cancer cell line
CVCL_4571,MA-CLS-2,Homo sapiens,47Y,Cancer cell line
CVCL_1438,Malme-3M,Homo sapiens,43Y,Cancer cell line
CVCL_T035,MBC1,Homo sapiens,Age unspecified,Cancer cell line
CVCL_T036,MBC2,Homo sapiens,Age unspecified,Cancer cell line
CVCL_1399,MC116,Homo sapiens,Age unspecified,Cancer cell line
CVCL_3020,MCAS,Homo sapiens,60Y,Cancer cell line
CVCL_2583,MCC13,Homo sapiens,80Y,Cancer cell line
CVCL_2584,MCC14/2,Homo sapiens,80Y,Cancer cell line
CVCL_2585,MCC26,Homo sapiens,82Y,Cancer cell line
CVCL_QX49,MCCI0002i-HCM,Homo sapiens,43Y,Induced pluripotent stem cell
CVCL_UG23,MCCI0003i-HCM,Homo sapiens,58Y,Induced pluripotent stem cell
CVCL_UJ68,MCCI0004i-HCM,Homo sapiens,38Y,Induced pluripotent stem cell
CVCL_0598,MCF-10A,Homo sapiens,36Y,Spontaneously immortalized cell line
CVCL_0031,MCF-7,Homo sapiens,69Y,Cancer cell line
CVCL_0U80,MCF-7/HER2-18,Homo sapiens,69Y,Cancer cell line
CVCL_1D47,MCF-7/S0.5,Homo sapiens,69Y,Cancer cell line
CVCL_M436,MCF-7/TAMR-1,Homo sapiens,69Y,Cancer cell line
CVCL_6860,MCF-7B,Homo sapiens,69Y,Cancer cell line
CVCL_DP48,MDA-BoM-1833,Homo sapiens,51Y,Cancer cell line
CVCL_0617,MDA-MB-134-VI,Homo sapiens,47Y,Cancer cell line
CVCL_0618,MDA-MB-157,Homo sapiens,44Y,Cancer cell line
CVCL_1400,MDA-MB-175-VII,Homo sapiens,56Y,Cancer cell line
CVCL_0062,MDA-MB-231,Homo sapiens,51Y,Cancer cell line
CVCL_0619,MDA-MB-330,Homo sapiens,43Y,Cancer cell line
CVCL_0620,MDA-MB-361,Homo sapiens,40Y,Cancer cell line
CVCL_0621,MDA-MB-415,Homo sapiens,38Y,Cancer cell line
CVCL_0417,MDA-MB-435,Homo sapiens,33Y,Cancer cell line
CVCL_0622,MDA-MB-435S,Homo sapiens,33Y,Cancer cell line
CVCL_0623,MDA-MB-436,Homo sapiens,43Y,Cancer cell line
CVCL_0418,MDA-MB-453,Homo sapiens,48Y,Cancer cell line
CVCL_0419,MDA-MB-468,Homo sapiens,51Y,Cancer cell line
CVCL_1910,MDA-N,Homo sapiens,33Y,Cancer cell line
CVCL_4747,MDA-PCa-2a,Homo sapiens,63Y,Cancer cell line
CVCL_4748,MDA-PCa-2b,Homo sapiens,63Y,Cancer cell line
CVCL_VR36,MDA231-BrM2-831,Homo sapiens,51Y,Cancer cell line
CVCL_5998,MDA231-LM2-4175,Homo sapiens,51Y,Cancer cell line
CVCL_VR35,MDA231-TGL,Homo sapiens,51Y,Cancer cell line
CVCL_0420,MDAH 2774,Homo sapiens,,Cancer cell line
CVCL_2588,MDST8,Homo sapiens,,Cancer cell line
CVCL_2110,ME-1 [Human leukemia],Homo sapiens,40Y,Cancer cell line
CVCL_1401,ME-180,Homo sapiens,66Y,Cancer cell line
CVCL_1870,MEC-1,Homo sapiens,61Y,Cancer cell line
CVCL_C694,Mel 928,Homo sapiens,,Cancer cell line
CVCL_1402,Mel Ho,Homo sapiens,,Cancer cell line
CVCL_1403,Mel JuSo,Homo sapiens,58Y,Cancer cell line
CVCL_5619,MEL-CLS-1,Homo sapiens,54Y,Cancer cell line
CVCL_6001,MEL-CLS-2,Homo sapiens,Age unspecified,Cancer cell line
CVCL_6002,MEL-CLS-3,Homo sapiens,Age unspecified,Cancer cell line
CVCL_6003,MEL-CLS-4,Homo sapiens,Age unspecified,Cancer cell line
CVCL_0V14,Mel501A,Homo sapiens,,Cancer cell line
CVCL_1404,MES-SA,Homo sapiens,56Y,Cancer cell line
CVCL_2598,MES-SA/Dx5,Homo sapiens,56Y,Cancer cell line
CVCL_RP26,MESO-14T,Homo sapiens,59Y,Cancer cell line
CVCL_RP28,MESO-27T,Homo sapiens,65Y,Cancer cell line
CVCL_RP21,MESO-3T,Homo sapiens,56Y,Cancer cell line
CVCL_RP22,MESO-7T,Homo sapiens,70Y,Cancer cell line
CVCL_RP23,MESO-8T,Homo sapiens,77Y,Cancer cell line
CVCL_0445,MeWo,Homo sapiens,78Y,Cancer cell line
CVCL_1408,MFM-223,Homo sapiens,>45Y,Cancer cell line
CVCL_0426,MG-63,Homo sapiens,14Y,Cancer cell line
CVCL_1411,MHH-ES-1,Homo sapiens,12Y,Cancer cell line
CVCL_1412,MHH-NB-11,Homo sapiens,4Y,Cancer cell line
CVCL_1413,MHH-PREB-1,Homo sapiens,7Y,Cancer cell line
CVCL_VS38,MHHi008-A,Homo sapiens,32Y,Induced pluripotent stem cell
CVCL_VS39,MHHi008-B,Homo sapiens,32Y,Induced pluripotent stem cell
CVCL_VS40,MHHi008-C,Homo sapiens,32Y,Induced pluripotent stem cell
CVCL_0428,MIA PaCa-2,Homo sapiens,65Y,Cancer cell line
CVCL_1415,MKN1,Homo sapiens,72Y,Cancer cell line
CVCL_0434,MKN45,Homo sapiens,62Y,Cancer cell line
CVCL_1417,MKN7,Homo sapiens,39Y,Cancer cell line
CVCL_2791,MKN74,Homo sapiens,37Y,Cancer cell line
CVCL_0436,ML-1 [Human leukemia],Homo sapiens,26Y,Cancer cell line
CVCL_H525,ML-1 [Human thyroid carcinoma],Homo sapiens,50Y,Cancer cell line
CVCL_1418,ML-2,Homo sapiens,26Y,Cancer cell line
CVCL_DI50,ML14,Homo sapiens,33Y,Transformed cell line
CVCL_8792,MM1.S,Homo sapiens,45Y,Cancer cell line
CVCL_2602,MM138,Homo sapiens,,Cancer cell line
CVCL_2603,MM170,Homo sapiens,,Cancer cell line
CVCL_2604,MM253,Homo sapiens,,Cancer cell line
CVCL_2605,MM370,Homo sapiens,,Cancer cell line
CVCL_2606,MM383,Homo sapiens,,Cancer cell line
CVCL_2607,MM386,Homo sapiens,,Cancer cell line
CVCL_2608,MM415,Homo sapiens,,Cancer cell line
CVCL_2609,MM426,Homo sapiens,,Cancer cell line
CVCL_4449,MM466,Homo sapiens,,Cancer cell line
CVCL_4450,MM473,Homo sapiens,,Cancer cell line
CVCL_2610,MM485,Homo sapiens,,Cancer cell line
CVCL_4451,MM537,Homo sapiens,,Cancer cell line
CVCL_2611,MM576,Homo sapiens,,Cancer cell line
CVCL_2612,MM603,Homo sapiens,,Cancer cell line
CVCL_5951,MMAc,Homo sapiens,39Y,Cancer cell line
CVCL_6004,MML-1 [Human melanoma],Homo sapiens,Age unspecified,Cancer cell line
CVCL_0439,MNNG/HOS Cl #5,Homo sapiens,13Y,Cancer cell line
CVCL_D357,MO3.13,Homo sapiens,,Hybrid cell line
CVCL_2613,MOG-G-CCM,Homo sapiens,,Cancer cell line
CVCL_2614,MOG-G-UVW,Homo sapiens,,Cancer cell line
CVCL_2119,MOLM-13,Homo sapiens,20Y,Cancer cell line
CVCL_7916,MOLM-14,Homo sapiens,20Y,Cancer cell line
CVCL_2120,MOLM-16,Homo sapiens,77Y,Cancer cell line
CVCL_2123,MOLP-2,Homo sapiens,55Y,Cancer cell line
CVCL_2124,MOLP-8,Homo sapiens,52Y,Cancer cell line
CVCL_0624,MOLT-3,Homo sapiens,19Y,Cancer cell line
CVCL_0013,MOLT-4,Homo sapiens,19Y,Cancer cell line
CVCL_2618,MOR,Homo sapiens,Age unspecified,Cancer cell line
CVCL_QX63,MPIMBMi011-A,Homo sapiens,Age unspecified,Induced pluripotent stem cell
CVCL_QX64,MPIMBMi011-A-3,Homo sapiens,Age unspecified,Induced pluripotent stem cell
CVCL_QX65,MPIMBMi011-A-4,Homo sapiens,Age unspecified,Induced pluripotent stem cell
CVCL_0440,MRC-5,Homo sapiens,14FW,Finite cell line
CVCL_8343,MRC-iPS-11,Homo sapiens,14FW,Induced pluripotent stem cell
CVCL_D933,MRC-iPS-19,Homo sapiens,14FW,Induced pluripotent stem cell
CVCL_8433,MRC-iPS-25,Homo sapiens,14FW,Induced pluripotent stem cell
CVCL_D992,MRC-iPS-75,Homo sapiens,14FW,Induced pluripotent stem cell
CVCL_E010,MRC-iPS-91,Homo sapiens,14FW,Induced pluripotent stem cell
CVCL_1429,MS-1 [Human lung carcinoma],Homo sapiens,54Y,Cancer cell line
CVCL_4996,MS751,Homo sapiens,47Y,Cancer cell line
CVCL_1430,MSTO-211H,Homo sapiens,62Y,Cancer cell line
CVCL_2631,MT-2,Homo sapiens,<1D,Transformed cell line
CVCL_2129,MT-3 [Human contaminated breast cancer],Homo sapiens,58Y,Cancer cell line
CVCL_AV05,MUG-CC1,Homo sapiens,72Y,Cancer cell line
CVCL_DE11,MUG-CC1-LCL,Homo sapiens,72Y,Transformed cell line
CVCL_9277,MUG-Chor1,Homo sapiens,57Y,Cancer cell line
CVCL_VV72,MUG-Mel1,Homo sapiens,61Y,Cancer cell line
CVCL_VV73,MUG-Mel1 clone C8,Homo sapiens,61Y,Cancer cell line
CVCL_VV74,MUG-Mel1 clone D5,Homo sapiens,61Y,Cancer cell line
CVCL_JQ50,MUG-Mel2,Homo sapiens,48Y,Cancer cell line
CVCL_T030,MUG-Myx1,Homo sapiens,66Y,Cancer cell line
CVCL_VJ87,MUG-Myx2a,Homo sapiens,94Y,Cancer cell line
CVCL_VJ88,MUG-Myx2b,Homo sapiens,94Y,Cancer cell line
CVCL_QX56,MUi009-A,Homo sapiens,32Y,Induced pluripotent stem cell
CVCL_QX57,MUi017-A,Homo sapiens,52Y,Induced pluripotent stem cell
CVCL_QX58,MUi019-A,Homo sapiens,31Y,Induced pluripotent stem cell
CVCL_3447,MuM-2B,Homo sapiens,,Cancer cell line
CVCL_3448,MuM-2C,Homo sapiens,33Y,Cancer cell line
CVCL_RP59,MUSIi001-A,Homo sapiens,33Y,Induced pluripotent stem cell
CVCL_0064,MV4-11,Homo sapiens,10Y,Cancer cell line
CVCL_4774,MX-1,Homo sapiens,29Y,Cancer cell line
CVCL_A656,MZ-CRC-1,Homo sapiens,43Y,Cancer cell line
CVCL_VH21,N-2.12,Homo sapiens,Age unspecified,Induced pluripotent stem cell
CVCL_3039,NALL-1,Homo sapiens,14Y,Cancer cell line
CVCL_0092,NALM-6,Homo sapiens,19Y,Cancer cell line
CVCL_0067,Namalwa,Homo sapiens,Children,Cancer cell line
CVCL_5627,NB-1643,Homo sapiens,3Y,Cancer cell line
CVCL_E218,NB-EbC1,Homo sapiens,,Cancer cell line
CVCL_3041,NB(TU)1,Homo sapiens,1Y8M,Cancer cell line
CVCL_1440,NB1,Homo sapiens,2Y3M,Cancer cell line
CVCL_0005,NB4,Homo sapiens,23Y,Cancer cell line
CVCL_1448,NB69,Homo sapiens,1Y4M,Cancer cell line
CVCL_VJ90,NBLW,Homo sapiens,6M,Cancer cell line
CVCL_VJ91,NBLW-R,Homo sapiens,1Y,Cancer cell line
CVCL_8897,NCC-19,Homo sapiens,56Y,Cancer cell line
CVCL_8898,NCC-20,Homo sapiens,50Y,Cancer cell line
CVCL_8899,NCC-24,Homo sapiens,49Y,Cancer cell line
CVCL_8900,NCC-59,Homo sapiens,62Y,Cancer cell line
CVCL_N739,NCE-G 111,Homo sapiens,47Y,Cancer cell line
CVCL_N740,NCE-G 112,Homo sapiens,51Y,Cancer cell line
CVCL_N742,NCE-G 120,Homo sapiens,59Y,Cancer cell line
CVCL_N743,NCE-G 121,Homo sapiens,53Y,Cancer cell line
CVCL_N744,NCE-G 122,Homo sapiens,50Y,Cancer cell line
CVCL_N746,NCE-G 124,Homo sapiens,58Y,Cancer cell line
CVCL_N747,NCE-G 130,Homo sapiens,51Y,Cancer cell line
CVCL_N748,NCE-G 140,Homo sapiens,59Y,Cancer cell line
CVCL_N749,NCE-G 141,Homo sapiens,52Y,Cancer cell line
CVCL_N723,NCE-G 22,Homo sapiens,56Y,Cancer cell line
CVCL_0V15,NCE-G 28T,Homo sapiens,66Y,Cancer cell line
CVCL_N727,NCE-G 44,Homo sapiens,64Y,Cancer cell line
CVCL_N729,NCE-G 59,Homo sapiens,66Y,Cancer cell line
CVCL_N731,NCE-G 61,Homo sapiens,58Y,Cancer cell line
CVCL_N735,NCE-G 84,Homo sapiens,,Cancer cell line
CVCL_N736,NCE-G 96,Homo sapiens,9Y,Cancer cell line
CVCL_X910,NCH421k,Homo sapiens,66Y,Cancer cell line
CVCL_X913,NCH612,Homo sapiens,39Y,Cancer cell line
CVCL_1452,NCI-ADR-RES,Homo sapiens,64Y,Cancer cell line
CVCL_2635,NCI-BL1184,Homo sapiens,42Y,Transformed cell line
CVCL_2638,NCI-BL1395,Homo sapiens,55Y,Transformed cell line
CVCL_2642,NCI-BL1607,Homo sapiens,54Y,Transformed cell line
CVCL_2643,NCI-BL1672,Homo sapiens,58Y,Transformed cell line
CVCL_2645,NCI-BL2009,Homo sapiens,68Y,Transformed cell line
CVCL_2646,NCI-BL2028,Homo sapiens,72Y,Transformed cell line
CVCL_2648,NCI-BL2087,Homo sapiens,69Y,Transformed cell line
CVCL_2650,NCI-BL2107,Homo sapiens,36Y,Transformed cell line
CVCL_2651,NCI-BL2122,Homo sapiens,46Y,Transformed cell line
CVCL_1453,NCI-H1048,Homo sapiens,53Y,Cancer cell line
CVCL_1454,NCI-H1092,Homo sapiens,67Y,Cancer cell line
CVCL_1455,NCI-H1105,Homo sapiens,73Y,Cancer cell line
CVCL_1456,NCI-H1155,Homo sapiens,36Y,Cancer cell line
CVCL_1458,NCI-H1184,Homo sapiens,42Y,Cancer cell line
CVCL_3968,NCI-H125,Homo sapiens,61Y,Cancer cell line
CVCL_0060,NCI-H1299,Homo sapiens,43Y,Cancer cell line
CVCL_A472,NCI-H1339,Homo sapiens,49Y,Cancer cell line
CVCL_1464,NCI-H1355,Homo sapiens,53Y,Cancer cell line
CVCL_1465,NCI-H1373,Homo sapiens,56Y,Cancer cell line
CVCL_1467,NCI-H1395,Homo sapiens,55Y,Cancer cell line
CVCL_1469,NCI-H1417,Homo sapiens,61Y,Cancer cell line
CVCL_1470,NCI-H1435,Homo sapiens,35Y,Cancer cell line
CVCL_1471,NCI-H1436,Homo sapiens,39Y,Cancer cell line
CVCL_1472,NCI-H1437,Homo sapiens,60Y,Cancer cell line
CVCL_1473,NCI-H146,Homo sapiens,59Y,Cancer cell line
CVCL_1475,NCI-H1563,Homo sapiens,Age unspecified,Cancer cell line
CVCL_1476,NCI-H1568,Homo sapiens,48Y,Cancer cell line
CVCL_0463,NCI-H157,Homo sapiens,59Y,Cancer cell line
CVCL_1479,NCI-H1581,Homo sapiens,44Y,Cancer cell line
CVCL_1481,NCI-H1623,Homo sapiens,58Y,Cancer cell line
CVCL_1482,NCI-H1648,Homo sapiens,39Y,Cancer cell line
CVCL_1483,NCI-H1650,Homo sapiens,27Y,Cancer cell line
CVCL_1484,NCI-H1651,Homo sapiens,71Y,Cancer cell line
CVCL_1485,NCI-H1666,Homo sapiens,50Y,Cancer cell line
CVCL_1486,NCI-H1672,Homo sapiens,58Y,Cancer cell line
CVCL_1489,NCI-H1694,Homo sapiens,61Y,Cancer cell line
CVCL_1490,NCI-H1703,Homo sapiens,54Y,Cancer cell line
CVCL_1491,NCI-H1734,Homo sapiens,56Y,Cancer cell line
CVCL_1493,NCI-H1770,Homo sapiens,57Y,Cancer cell line
CVCL_1494,NCI-H1781,Homo sapiens,66Y,Cancer cell line
CVCL_1495,NCI-H1792,Homo sapiens,50Y,Cancer cell line
CVCL_1496,NCI-H1793,Homo sapiens,52Y,Cancer cell line
CVCL_1499,NCI-H1838,Homo sapiens,Age unspecified,Cancer cell line
CVCL_1500,NCI-H1869,Homo sapiens,58Y,Cancer cell line
CVCL_1501,NCI-H187,Homo sapiens,47Y,Cancer cell line
CVCL_1504,NCI-H1882,Homo sapiens,59Y,Cancer cell line
CVCL_1505,NCI-H1915,Homo sapiens,61Y,Cancer cell line
CVCL_1507,NCI-H1930,Homo sapiens,41Y,Cancer cell line
CVCL_1508,NCI-H1944,Homo sapiens,62Y,Cancer cell line
CVCL_1511,NCI-H1975,Homo sapiens,Age unspecified,Cancer cell line
CVCL_1512,NCI-H1993,Homo sapiens,47Y,Cancer cell line
CVCL_1514,NCI-H2009,Homo sapiens,68Y,Cancer cell line
CVCL_1515,NCI-H2023,Homo sapiens,26Y,Cancer cell line
CVCL_1517,NCI-H2030,Homo sapiens,,Cancer cell line
CVCL_1518,NCI-H2052,Homo sapiens,65Y,Cancer cell line
CVCL_1521,NCI-H2073,Homo sapiens,47Y,Cancer cell line
CVCL_1522,NCI-H2081,Homo sapiens,59Y,Cancer cell line
CVCL_1524,NCI-H2087,Homo sapiens,69Y,Cancer cell line
CVCL_1525,NCI-H209,Homo sapiens,55Y,Cancer cell line
CVCL_1526,NCI-H2106,Homo sapiens,58Y,Cancer cell line
CVCL_1529,NCI-H211,Homo sapiens,50Y,Cancer cell line
CVCL_1530,NCI-H2110,Homo sapiens,Age unspecified,Cancer cell line
CVCL_1531,NCI-H2122,Homo sapiens,46Y,Cancer cell line
CVCL_1532,NCI-H2126,Homo sapiens,65Y,Cancer cell line
CVCL_1533,NCI-H2135,Homo sapiens,Age unspecified,Cancer cell line
CVCL_1535,NCI-H2170,Homo sapiens,Age unspecified,Cancer cell line
CVCL_1536,NCI-H2171,Homo sapiens,50Y,Cancer cell line
CVCL_1537,NCI-H2172,Homo sapiens,Age unspecified,Cancer cell line
CVCL_1539,NCI-H2196,Homo sapiens,67Y,Cancer cell line
CVCL_1540,NCI-H2198,Homo sapiens,67Y,Cancer cell line
CVCL_1542,NCI-H2227,Homo sapiens,54Y,Cancer cell line
CVCL_1543,NCI-H2228,Homo sapiens,Age unspecified,Cancer cell line
CVCL_1544,NCI-H226,Homo sapiens,Age unspecified,Cancer cell line
CVCL_1547,NCI-H23,Homo sapiens,51Y,Cancer cell line
CVCL_1549,NCI-H2342,Homo sapiens,55Y,Cancer cell line
CVCL_1550,NCI-H2347,Homo sapiens,54Y,Cancer cell line
CVCL_A532,NCI-H2369,Homo sapiens,,Cancer cell line
CVCL_A533,NCI-H2373,Homo sapiens,Adult,Cancer cell line
CVCL_1551,NCI-H2405,Homo sapiens,47Y,Cancer cell line
CVCL_1552,NCI-H2444,Homo sapiens,Age unspecified,Cancer cell line
CVCL_1553,NCI-H2452,Homo sapiens,Adult,Cancer cell line
CVCL_A536,NCI-H2461,Homo sapiens,Adult,Cancer cell line
CVCL_A543,NCI-H2591,Homo sapiens,Adult,Cancer cell line
CVCL_A545,NCI-H2595,Homo sapiens,Adult,Cancer cell line
CVCL_A546,NCI-H2596,Homo sapiens,Adult,Cancer cell line
CVCL_A551,NCI-H2691,Homo sapiens,,Cancer cell line
CVCL_U994,NCI-H2722,Homo sapiens,,Cancer cell line
CVCL_U995,NCI-H2731,Homo sapiens,,Cancer cell line
CVCL_U996,NCI-H2795,Homo sapiens,,Cancer cell line
CVCL_1555,NCI-H28,Homo sapiens,48Y,Cancer cell line
CVCL_U997,NCI-H2803,Homo sapiens,,Cancer cell line
CVCL_U998,NCI-H2804,Homo sapiens,,Cancer cell line
CVCL_U999,NCI-H2810,Homo sapiens,,Cancer cell line
CVCL_A555,NCI-H290,Homo sapiens,,Cancer cell line
CVCL_0455,NCI-H292,Homo sapiens,32Y,Cancer cell line
CVCL_0458,NCI-H295R,Homo sapiens,48Y,Cancer cell line
CVCL_1556,NCI-H322,Homo sapiens,52Y,Cancer cell line
CVCL_1557,NCI-H322M,Homo sapiens,52Y,Cancer cell line
CVCL_1558,NCI-H345,Homo sapiens,64Y,Cancer cell line
CVCL_1559,NCI-H358,Homo sapiens,Age unspecified,Cancer cell line
CVCL_1561,NCI-H441,Homo sapiens,33Y,Cancer cell line
CVCL_1562,NCI-H446,Homo sapiens,61Y,Cancer cell line
CVCL_0459,NCI-H460,Homo sapiens,Age unspecified,Cancer cell line
CVCL_1565,NCI-H510A,Homo sapiens,53Y,Cancer cell line
CVCL_1566,NCI-H520,Homo sapiens,Age unspecified,Cancer cell line
CVCL_1567,NCI-H522,Homo sapiens,58Y,Cancer cell line
CVCL_1568,NCI-H524,Homo sapiens,63Y,Cancer cell line
CVCL_1569,NCI-H526,Homo sapiens,55Y,Cancer cell line
CVCL_1571,NCI-H596,Homo sapiens,73Y,Cancer cell line
CVCL_1574,NCI-H647,Homo sapiens,56Y,Cancer cell line
CVCL_1575,NCI-H650,Homo sapiens,Age unspecified,Cancer cell line
CVCL_1576,NCI-H660,Homo sapiens,63Y,Cancer cell line
CVCL_1577,NCI-H661,Homo sapiens,43Y,Cancer cell line
CVCL_1579,NCI-H69,Homo sapiens,55Y,Cancer cell line
CVCL_1581,NCI-H716,Homo sapiens,33Y,Cancer cell line
CVCL_1584,NCI-H727,Homo sapiens,65Y,Cancer cell line
CVCL_1586,NCI-H740,Homo sapiens,63Y,Cancer cell line
CVCL_1589,NCI-H774,Homo sapiens,43Y,Cancer cell line
CVCL_1590,NCI-H810,Homo sapiens,51Y,Cancer cell line
CVCL_1591,NCI-H82,Homo sapiens,41Y,Cancer cell line
CVCL_1592,NCI-H820,Homo sapiens,53Y,Cancer cell line
CVCL_1594,NCI-H838,Homo sapiens,59Y,Cancer cell line
CVCL_1595,NCI-H841,Homo sapiens,51Y,Cancer cell line
CVCL_1596,NCI-H847,Homo sapiens,63Y,Cancer cell line
CVCL_1597,NCI-H865,Homo sapiens,54Y,Cancer cell line
CVCL_1598,NCI-H889,Homo sapiens,69Y,Cancer cell line
CVCL_1599,NCI-H920,Homo sapiens,43Y,Cancer cell line
CVCL_1600,NCI-H929,Homo sapiens,62Y,Cancer cell line
CVCL_1602,NCI-N417,Homo sapiens,Age unspecified,Cancer cell line
CVCL_1603,NCI-N87,Homo sapiens,Age unspecified,Cancer cell line
CVCL_0B85,ND238,Homo sapiens,,Cancer cell line
CVCL_AS96,NEC-DUE1,Homo sapiens,71Y,Cancer cell line
CVCL_AS97,NEC-DUE2,Homo sapiens,71Y,Cancer cell line
CVCL_UD77,NEC-DUE3,Homo sapiens,55Y,Cancer cell line
CVCL_RV24,NERCe002-A-1,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_RV25,NERCe002-A-2,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_VF81,NERCe002-A-3,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_6005,NIS-G,Homo sapiens,Age unspecified,Cancer cell line
CVCL_3073,NJG,Homo sapiens,29Y,Cancer cell line
CVCL_3755,NK-92MI,Homo sapiens,50Y,Cancer cell line
CVCL_2658,NO36,Homo sapiens,Adult,Cancer cell line
CVCL_VQ29,NOCS-1,Homo sapiens,86Y,Cancer cell line
CVCL_BW57,NOK-SI,Homo sapiens,,Spontaneously immortalized cell line
CVCL_1609,NOMO-1,Homo sapiens,31Y,Cancer cell line
CVCL_X205,NP460hTert,Homo sapiens,,Telomerase immortalized cell line
CVCL_F755,NP69SV40T,Homo sapiens,,Transformed cell line
CVCL_0467,NPA,Homo sapiens,33Y,Cancer cell line
CVCL_7084,NPC/HK1,Homo sapiens,58Y,Cancer cell line
CVCL_UH63,NPC38,Homo sapiens,63Y,Cancer cell line
CVCL_UH64,NPC43,Homo sapiens,64Y,Cancer cell line
CVCL_UH65,NPC53,Homo sapiens,39Y,Cancer cell line
CVCL_U176,NSC-H9,Homo sapiens,Blastocyst stage,Somatic stem cell
CVCL_0034,NTERA-2,Homo sapiens,22Y,Cancer cell line
CVCL_2659,Nthy-ori 3-1,Homo sapiens,35Y,Transformed cell line
CVCL_1611,NUGC-2,Homo sapiens,56Y,Cancer cell line
CVCL_1612,NUGC-3,Homo sapiens,72Y,Cancer cell line
CVCL_3082,NUGC-4,Homo sapiens,35Y,Cancer cell line
CVCL_QX90,NUIGi001-A,Homo sapiens,41Y,Induced pluripotent stem cell
CVCL_AD94,NYSCF1,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_D815,NZM1,Homo sapiens,47Y,Cancer cell line
CVCL_D817,NZM11,Homo sapiens,41Y,Cancer cell line
CVCL_D818,NZM12,Homo sapiens,19Y,Cancer cell line
CVCL_D823,NZM2,Homo sapiens,47Y,Cancer cell line
CVCL_D828,NZM3,Homo sapiens,69Y,Cancer cell line
CVCL_D829,NZM30,Homo sapiens,41Y,Cancer cell line
CVCL_D831,NZM4,Homo sapiens,56Y,Cancer cell line
CVCL_D832,NZM40,Homo sapiens,47Y,Cancer cell line
CVCL_D833,NZM42,Homo sapiens,71Y,Cancer cell line
CVCL_D834,NZM43,Homo sapiens,49Y,Cancer cell line
CVCL_D837,NZM5,Homo sapiens,79Y,Cancer cell line
CVCL_D842,NZM6,Homo sapiens,72Y,Cancer cell line
CVCL_D843,NZM7,Homo sapiens,36Y,Cancer cell line
CVCL_LJ73,NZOV9,Homo sapiens,,Cancer cell line
CVCL_1842,OACM5.1 C,Homo sapiens,47Y,Cancer cell line
CVCL_1843,OACP4 C,Homo sapiens,55Y,Cancer cell line
CVCL_W891,OANC1,Homo sapiens,44Y,Cancer cell line
CVCL_VN66,OARSAi001-A,Homo sapiens,<1M,Induced pluripotent stem cell
CVCL_VN67,OARSAi002-A,Homo sapiens,<1M,Induced pluripotent stem cell
CVCL_VN68,OARSAi003-A,Homo sapiens,<1M,Induced pluripotent stem cell
CVCL_VN69,OARSAi004-A,Homo sapiens,<1M,Induced pluripotent stem cell
CVCL_VN70,OARSAi005-A,Homo sapiens,<1M,Induced pluripotent stem cell
CVCL_VN71,OARSAi006-A,Homo sapiens,<1M,Induced pluripotent stem cell
CVCL_VN72,OARSAi007-A,Homo sapiens,23Y,Induced pluripotent stem cell
CVCL_VN73,OARSAi008-A,Homo sapiens,27Y,Induced pluripotent stem cell
CVCL_VN74,OARSAi009-A,Homo sapiens,<1M,Induced pluripotent stem cell
CVCL_1614,OAW28,Homo sapiens,75Y,Cancer cell line
CVCL_1615,OAW42,Homo sapiens,46Y,Cancer cell line
CVCL_VX32,OCC-01,Homo sapiens,69Y,Finite cell line
CVCL_VX33,OCC-05,Homo sapiens,63Y,Finite cell line
CVCL_VX34,OCC-06,Homo sapiens,65Y,Finite cell line
CVCL_VX35,OCC-15,Homo sapiens,46Y,Finite cell line
CVCL_VX36,OCC-16,Homo sapiens,41Y,Finite cell line
CVCL_VX37,OCC-19,Homo sapiens,57Y,Finite cell line
CVCL_VX38,OCC-21,Homo sapiens,61Y,Finite cell line
CVCL_VX39,OCC-26,Homo sapiens,81Y,Finite cell line
CVCL_VX40,OCC-27,Homo sapiens,55Y,Finite cell line
CVCL_VX41,OCC-28,Homo sapiens,59Y,Finite cell line
